pleasantness,eventfulness,FGfeat,birds,speech,child,bike,scooter,car,heavy
-0.30885,-0.022696,0.41635,0.33333,0.33594,0.33763,0.33859,0.36324,0.43499,0.38828
-0.31846,-0.014507,0.3896,0.33333,0.33409,0.33458,0.33549,0.35965,0.42372,0.37805
-0.2947,-0.037429,0.40011,0.33333,0.33876,0.34227,0.34278,0.36457,0.43002,0.39615
-0.30288,-0.028876,0.39712,0.33333,0.33917,0.34293,0.34875,0.37527,0.4424,0.40949
-0.31365,-0.019382,0.39879,0.33333,0.33803,0.34106,0.34693,0.37414,0.44344,0.41262
-0.32822,-0.003331,0.4102,0.33333,0.34142,0.34664,0.35197,0.37549,0.44703,0.43276
-0.33148,0.0020274,0.41144,0.33333,0.34562,0.35354,0.3589,0.38614,0.46136,0.41647
-0.33231,0.0023232,0.42612,0.33333,0.34838,0.35809,0.36126,0.3906,0.4676,0.43321
-0.33052,0.00072144,0.42082,0.33333,0.34867,0.35856,0.36515,0.39798,0.4636,0.42334
-0.33862,0.0076418,0.42214,0.33333,0.34979,0.3604,0.36905,0.40504,0.48022,0.4506
-0.32686,-0.004453,0.4426,0.33333,0.34215,0.34784,0.36055,0.38571,0.45936,0.45247
-0.31683,-0.018983,0.43244,0.33333,0.35213,0.36425,0.37389,0.40921,0.47957,0.44079
-0.3285,-0.010204,0.4383,0.33333,0.35584,0.37035,0.38197,0.42164,0.49257,0.43877
-0.32053,-0.021991,0.45058,0.33333,0.35316,0.36596,0.38489,0.42463,0.49976,0.44332
-0.34577,-0.0010755,0.45838,0.33679,0.35542,0.36966,0.40093,0.44882,0.51388,0.45559
-0.31835,-0.034728,0.45457,0.33333,0.37482,0.40159,0.44081,0.51565,0.59121,0.51113
-0.35109,-0.0049768,0.47019,0.33333,0.372,0.39695,0.45658,0.54279,0.61813,0.52462
-0.3511,-0.012112,0.49627,0.33333,0.36362,0.38316,0.44231,0.52473,0.60585,0.50393
-0.35827,-0.01085,0.50084,0.33333,0.38211,0.41357,0.44804,0.52418,0.60728,0.61078
-0.35571,-0.019917,0.49223,0.33333,0.36732,0.38924,0.40451,0.46081,0.54098,0.7465
-0.37044,-0.009351,0.51469,0.33333,0.38388,0.41649,0.43381,0.5095,0.59258,0.77514
-0.37279,-0.014095,0.52407,0.33333,0.39361,0.42697,0.44452,0.51382,0.59041,0.88869
-0.39159,-0.0025704,0.54937,0.33333,0.39877,0.44006,0.44218,0.51738,0.61225,0.91287
-0.38426,-0.019233,0.60751,0.36316,0.41301,0.46442,0.48798,0.58403,0.71598,0.91376
-0.41745,0.0053703,0.62784,0.33333,0.42874,0.49029,0.50215,0.60108,0.74546,1.0632
-0.42946,0.0075004,0.67223,0.33333,0.43705,0.50397,0.52254,0.61362,0.79136,0.85434
